X,Y,Z_PID_Input,Setpoint_PID,Servo_PID_Output,Temp_degC,Sys_cal,G_cal,A_cal,M_cal
103.375,-9.500,-0.750,90.0000,95.288,34,3,0,0,3
104.250,-11.562,4.375,90.0000,89.906,34,3,0,0,3
105.625,-11.937,8.500,90.0000,85.575,34,3,0,0,3
108.125,-11.375,9.875,90.0000,84.131,34,3,0,0,3
111.125,-9.000,10.187,90.0000,83.803,34,3,0,0,3
112.500,-5.625,9.125,90.0000,84.919,34,3,0,0,3
110.563,-3.500,6.813,90.0000,87.347,34,3,0,0,3
106.250,-3.375,5.125,90.0000,89.119,34,3,0,0,3
101.938,-4.375,4.563,90.0000,89.709,34,3,0,0,3
99.875,-4.875,5.813,90.0000,88.397,34,3,0,0,3
100.125,-5.125,6.813,90.0000,87.347,34,3,0,0,3
101.813,-3.937,7.313,90.0000,86.822,34,3,0,0,3
102.938,-4.188,6.188,90.0000,88.003,34,3,0,0,3
102.563,-5.563,9.500,90.0000,84.525,34,3,0,0,3
102.438,-4.688,12.812,90.0000,81.047,34,3,0,0,3
102.938,-5.438,10.562,90.0000,83.409,34,3,0,0,3
103.125,-5.250,9.000,90.0000,85.050,34,3,0,0,3
103.125,-5.000,8.437,90.0000,85.641,34,3,0,0,3
102.938,-5.000,8.625,90.0000,85.444,34,3,0,0,3
103.000,-4.625,8.437,90.0000,85.641,34,3,0,0,3
103.125,-4.625,8.187,90.0000,85.903,34,3,0,0,3
103.375,-4.625,8.062,90.0000,86.034,34,3,0,0,3
103.625,-4.563,8.062,90.0000,86.034,34,3,0,0,3
103.688,-4.500,8.062,90.0000,86.034,34,3,0,0,3
103.938,-4.563,8.062,90.0000,86.034,34,3,0,0,3
104.063,-4.563,8.000,90.0000,86.100,34,3,0,0,3
104.125,-4.563,8.000,90.0000,86.100,34,3,0,0,3
104.125,-4.688,8.000,90.0000,86.100,34,3,0,0,3
104.188,-4.750,7.938,90.0000,86.166,34,3,0,0,3
104.250,-4.813,7.938,90.0000,86.166,34,3,0,0,3
104.313,-5.000,7.750,90.0000,86.362,34,3,0,0,3
104.500,-5.063,7.813,90.0000,86.297,34,3,0,0,3
104.563,-5.125,7.688,90.0000,86.428,34,3,0,0,3
104.563,-5.250,7.688,90.0000,86.428,34,3,0,0,3
104.563,-5.250,7.750,90.0000,86.362,34,3,0,0,3
104.688,-5.438,7.938,90.0000,86.166,34,3,0,0,3
104.500,-5.813,7.938,90.0000,86.166,34,3,0,0,3
104.188,-8.687,5.063,90.0000,89.184,34,3,0,0,3
103.500,-12.625,2.750,90.0000,91.612,34,3,0,0,3
106.188,-10.875,1.500,90.0000,92.925,34,3,0,0,3
104.375,-11.125,5.625,90.0000,88.594,34,3,0,0,3
103.875,-9.750,6.250,90.0000,87.937,34,3,0,0,3
104.313,-10.125,5.000,90.0000,89.250,34,3,0,0,3
104.250,-2.375,6.250,90.0000,87.937,34,3,0,0,3
105.188,-3.562,7.500,90.0000,86.625,34,3,0,0,3
104.438,-3.375,5.938,90.0000,88.266,34,3,0,0,3
105.688,-4.063,1.000,90.0000,93.450,34,3,0,0,3
104.375,-5.375,-0.438,90.0000,94.959,34,3,0,0,3
103.875,-7.313,1.125,90.0000,93.319,34,3,0,0,3
102.938,-7.875,2.125,90.0000,92.269,34,3,0,0,3
103.063,-7.500,3.562,90.0000,90.759,34,3,0,0,3
104.750,-5.875,6.750,90.0000,87.413,34,3,0,0,3
105.375,-6.313,8.312,90.0000,85.772,34,3,0,0,3
104.625,-7.438,7.563,90.0000,86.559,34,3,0,0,3
102.813,-7.938,8.312,90.0000,85.772,34,3,0,0,3
99.438,-10.687,9.875,90.0000,84.131,34,3,0,0,3
99.063,-11.937,7.125,90.0000,87.019,34,3,0,0,3
99.438,-12.500,8.812,90.0000,85.247,34,3,0,0,3
101.750,-10.937,3.187,90.0000,91.153,34,3,0,0,3
100.750,-8.125,0.312,90.0000,94.172,34,3,0,0,3
103.438,-5.000,4.563,90.0000,89.709,34,3,0,0,3
101.438,-3.000,15.187,90.0000,78.553,34,3,0,0,3
100.875,1.062,13.125,90.0000,80.719,34,3,0,0,3
104.063,3.062,7.688,90.0000,86.428,34,3,0,0,3
104.688,2.687,2.687,90.0000,91.678,34,3,0,0,3
104.375,0.750,5.625,90.0000,88.594,34,3,0,0,3
105.188,-3.937,2.437,90.0000,91.941,34,3,0,0,3
104.875,-3.937,2.437,90.0000,91.941,34,3,0,0,3
104.438,-3.937,2.437,90.0000,91.941,34,3,0,0,3
103.000,-4.000,2.375,90.0000,92.006,34,3,0,0,3
102.250,-4.063,2.437,90.0000,91.941,34,3,0,0,3
102.500,-4.188,2.500,90.0000,91.875,34,3,0,0,3
102.938,-4.188,2.437,90.0000,91.941,34,3,0,0,3
103.125,-4.188,2.437,90.0000,91.941,34,3,0,0,3
103.250,-4.188,2.437,90.0000,91.941,34,3,0,0,3
103.250,-4.188,2.437,90.0000,91.941,34,3,0,0,3
103.313,-4.188,2.437,90.0000,91.941,34,3,0,0,3
103.375,-4.188,2.437,90.0000,91.941,34,3,0,0,3
103.375,-4.188,2.500,90.0000,91.875,34,3,0,0,3
103.500,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.500,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.500,90.0000,91.875,34,3,3,0,3
103.750,-4.188,2.437,90.0000,91.941,34,3,3,0,3
104.813,-4.125,2.312,90.0000,92.072,34,3,3,0,3
108.063,-4.125,2.687,90.0000,91.678,34,3,3,0,3
112.000,-13.000,3.500,90.0000,90.825,34,3,3,0,3
116.750,-26.500,13.062,90.0000,80.784,34,3,3,0,3
125.938,-28.125,6.375,90.0000,87.806,34,3,3,0,3
120.625,-17.125,15.312,90.0000,78.422,34,3,3,0,3
120.125,-9.625,13.562,90.0000,80.259,34,3,3,0,3
113.625,-3.812,-1.250,90.0000,95.812,34,3,3,0,3
103.438,-2.375,-3.562,90.0000,98.241,34,2,3,0,3
102.375,-4.875,1.625,90.0000,92.794,34,2,3,0,3
103.063,-3.125,7.125,90.0000,87.019,34,2,3,0,3
104.438,-4.688,7.438,90.0000,86.691,34,2,3,0,3
103.813,-4.875,9.312,90.0000,84.722,34,2,3,0,3
102.875,-6.875,8.562,90.0000,85.509,34,2,3,0,3
104.000,-6.438,11.812,90.0000,82.097,34,2,3,0,3
104.500,-3.687,10.250,90.0000,83.737,34,2,3,0,3
103.750,-4.063,7.500,90.0000,86.625,34,2,3,0,3
102.938,-2.625,6.750,90.0000,87.413,34,3,3,0,3
102.250,-2.125,6.375,90.0000,87.806,34,3,3,0,3
102.063,-5.500,6.250,90.0000,87.937,34,3,3,0,3
103.438,-6.250,7.063,90.0000,87.084,34,3,3,0,3
104.438,-6.250,7.750,90.0000,86.362,34,3,3,0,3
103.375,-6.375,8.250,90.0000,85.837,34,3,3,0,3
102.000,-4.500,10.625,90.0000,83.344,34,3,3,0,3
101.375,-4.438,11.500,90.0000,82.425,34,3,3,0,3
101.813,-4.438,12.125,90.0000,81.769,34,3,3,0,3
102.250,-5.125,9.625,90.0000,84.394,34,3,3,0,3
102.750,-4.000,9.187,90.0000,84.853,34,3,3,0,3
102.000,-3.437,7.188,90.0000,86.953,34,3,3,0,3
101.438,-3.812,4.875,90.0000,89.381,34,3,3,0,3
101.688,-3.937,5.750,90.0000,88.462,34,3,3,0,3
102.188,-3.937,7.750,90.0000,86.362,34,3,3,0,3
102.938,-3.875,7.063,90.0000,87.084,34,3,3,0,3
104.688,-3.937,2.000,90.0000,92.400,34,3,3,0,3
103.750,-4.938,7.000,90.0000,87.150,34,3,3,0,3
102.000,-3.937,8.562,90.0000,85.509,34,3,3,0,3
100.250,-2.875,6.813,90.0000,87.347,34,3,3,0,3
109.125,1.750,-7.938,90.0000,102.834,34,3,3,0,3
104.438,1.875,-8.437,90.0000,103.359,34,3,3,0,3
101.750,3.187,1.750,90.0000,92.663,34,3,3,0,3
100.375,-1.187,-3.625,90.0000,98.306,34,3,3,0,3
101.688,-4.188,-1.250,90.0000,95.812,34,3,3,0,3
102.875,-2.625,0.563,90.0000,93.909,34,3,3,0,3
102.688,-1.437,3.875,90.0000,90.431,34,3,3,0,3
101.375,-2.187,3.937,90.0000,90.366,34,3,3,0,3
99.938,-5.313,1.187,90.0000,93.253,34,3,3,0,3
99.875,-5.625,0.938,90.0000,93.516,34,3,3,0,3
99.938,-4.688,1.437,90.0000,92.991,34,3,3,0,3
99.813,-4.188,1.812,90.0000,92.597,34,3,3,0,3
99.063,-4.563,1.375,90.0000,93.056,34,3,3,0,3
98.625,-4.500,0.875,90.0000,93.581,34,3,3,0,3
98.313,-4.563,1.250,90.0000,93.187,34,3,3,0,3
97.625,-4.375,1.250,90.0000,93.187,34,3,3,0,3
97.813,-4.063,3.562,90.0000,90.759,34,3,3,0,3
97.938,-3.875,3.187,90.0000,91.153,34,3,3,0,3
97.125,-1.750,3.000,90.0000,91.350,34,3,3,0,3
99.875,-2.187,2.437,90.0000,91.941,34,3,3,0,3
101.188,-1.687,2.250,90.0000,92.138,34,3,3,0,3
102.000,-1.562,1.187,90.0000,93.253,34,3,3,0,3
102.313,-2.000,0.563,90.0000,93.909,34,3,3,0,3
102.563,-1.812,0.500,90.0000,93.975,34,3,3,0,3
101.938,-1.687,0.875,90.0000,93.581,34,3,3,0,3
101.688,-1.250,1.125,90.0000,93.319,34,3,3,0,3
102.813,0.375,9.500,90.0000,84.525,34,3,3,0,3
103.813,1.312,25.062,90.0000,68.184,34,3,3,0,3
107.188,0.875,36.750,90.0000,55.912,34,3,3,0,3
106.938,-1.062,42.187,90.0000,50.203,34,3,3,0,3
104.438,-3.875,38.500,90.0000,54.075,34,3,3,0,3
103.250,-4.875,37.125,90.0000,55.519,34,3,3,0,3
103.188,-4.875,37.812,90.0000,54.797,34,3,3,0,3
103.375,-4.563,38.062,90.0000,54.534,34,3,3,0,3
103.625,-4.250,38.375,90.0000,54.206,34,3,3,0,3
103.875,-4.313,38.187,90.0000,54.403,34,3,3,0,3
104.313,-4.188,38.312,90.0000,54.272,34,3,3,0,3
104.625,-4.000,38.250,90.0000,54.337,34,3,3,0,3
104.875,-3.875,38.562,90.0000,54.009,34,3,3,0,3
104.875,-3.875,38.437,90.0000,54.141,34,3,3,0,3
105.000,-3.875,38.250,90.0000,54.337,34,3,3,0,3
105.125,-3.937,37.937,90.0000,54.666,34,3,3,1,3
105.313,-3.812,38.062,90.0000,54.534,34,3,3,1,3
105.313,-3.812,37.750,90.0000,54.862,34,3,3,1,3
105.500,-3.562,37.937,90.0000,54.666,34,3,3,1,3
105.688,-3.437,38.000,90.0000,54.600,34,3,3,1,3
105.813,-3.375,38.000,90.0000,54.600,34,3,3,1,3
105.938,-3.375,38.125,90.0000,54.469,34,3,3,1,3
106.125,-3.250,38.437,90.0000,54.141,34,3,3,1,3
106.313,-3.000,38.625,90.0000,53.944,34,3,3,1,3
106.313,-3.062,38.687,90.0000,53.878,34,3,3,1,3
106.250,-3.062,38.812,90.0000,53.747,34,3,3,1,3
106.250,-3.062,38.937,90.0000,53.616,34,3,3,1,3
106.625,-3.000,39.062,90.0000,53.484,34,3,3,1,3
106.875,-2.937,39.375,90.0000,53.156,34,3,3,1,3
107.125,-2.875,39.562,90.0000,52.959,34,3,3,1,3
107.313,-2.875,39.875,90.0000,52.631,34,3,3,1,3
107.375,-2.812,40.000,90.0000,52.500,34,3,3,1,3
107.563,-2.687,40.500,90.0000,51.975,34,3,3,1,3
107.375,-3.000,40.312,90.0000,52.172,34,3,3,1,3
107.563,-2.750,40.437,90.0000,52.041,34,3,3,1,3
107.500,-2.750,40.437,90.0000,52.041,34,3,3,1,3
107.625,-2.625,41.125,90.0000,51.319,34,3,3,1,3
108.000,-2.437,41.625,90.0000,50.794,34,3,3,1,3
108.688,-1.937,43.250,90.0000,49.087,34,3,3,1,3
108.750,-1.812,43.562,90.0000,48.759,34,3,3,1,3
108.688,-1.875,43.375,90.0000,48.956,34,3,3,1,3
108.563,-1.875,43.250,90.0000,49.087,34,3,3,1,3
108.563,-1.875,43.437,90.0000,48.891,34,3,3,1,3
108.500,-1.812,43.687,90.0000,48.628,34,3,3,1,3
108.375,-1.812,44.000,90.0000,48.300,34,3,3,1,3
108.375,-1.750,44.000,90.0000,48.300,34,3,3,1,3
108.375,-1.687,43.937,90.0000,48.366,34,3,3,1,3
108.500,-1.625,44.000,90.0000,48.300,34,3,3,1,3
108.500,-1.562,43.937,90.0000,48.366,34,3,3,1,3
108.313,-1.687,43.750,90.0000,48.562,34,3,3,1,3
108.250,-1.750,43.687,90.0000,48.628,34,3,3,1,3
108.188,-1.750,43.437,90.0000,48.891,34,3,3,1,3
107.063,-1.750,41.625,90.0000,50.794,34,3,3,1,3
102.875,-1.750,35.750,90.0000,56.962,34,3,3,1,3
98.563,-2.750,27.250,90.0000,65.888,34,3,3,1,3
95.125,-3.937,14.562,90.0000,79.209,34,3,3,1,3
95.813,-4.188,6.750,90.0000,87.413,34,3,3,1,3
98.000,-4.375,3.437,90.0000,90.891,34,3,3,1,3
98.313,-4.813,0.813,90.0000,93.647,34,3,3,1,3
97.313,-5.125,-2.562,90.0000,97.191,34,3,3,1,3
96.625,-4.938,-3.375,90.0000,98.044,34,3,3,1,3
96.375,-4.688,-3.937,90.0000,98.634,34,3,3,1,3
96.438,-4.563,-3.625,90.0000,98.306,34,3,3,1,3
96.625,-4.375,-2.562,90.0000,97.191,34,3,3,1,3
96.938,-4.313,-2.000,90.0000,96.600,34,3,3,1,3
96.875,-4.313,-1.250,90.0000,95.812,34,3,3,1,3
96.750,-4.063,0.125,90.0000,94.369,34,3,3,1,3
96.938,-4.000,1.625,90.0000,92.794,34,3,3,1,3
97.313,-4.063,2.937,90.0000,91.416,34,3,3,1,3
97.125,-4.250,2.875,90.0000,91.481,34,3,3,1,3
97.125,-4.375,3.125,90.0000,91.219,34,3,3,1,3
96.875,-4.625,2.062,90.0000,92.334,34,3,3,1,3
97.125,-4.188,3.250,90.0000,91.087,34,3,3,1,3
97.188,-4.063,3.625,90.0000,90.694,34,3,3,1,3
97.063,-4.188,3.562,90.0000,90.759,34,3,3,1,3
97.000,-4.250,3.437,90.0000,90.891,34,3,3,1,3
97.000,-4.250,3.500,90.0000,90.825,34,3,3,0,3
97.000,-4.188,3.687,90.0000,90.628,34,3,3,0,3
97.000,-4.375,3.500,90.0000,90.825,34,3,3,0,3
97.000,-4.375,3.437,90.0000,90.891,34,3,3,0,3
97.000,-4.375,3.437,90.0000,90.891,34,3,3,0,3
97.000,-4.250,3.562,90.0000,90.759,34,3,3,0,3
97.063,-4.250,3.625,90.0000,90.694,34,3,3,0,3
96.938,-4.313,3.437,90.0000,90.891,34,3,3,0,3
96.813,-4.313,3.500,90.0000,90.825,34,3,3,0,3
96.688,-4.375,3.187,90.0000,91.153,34,3,3,0,3
96.625,-4.313,3.562,90.0000,90.759,34,3,3,0,3
96.563,-4.500,3.875,90.0000,90.431,34,3,3,0,3
96.563,-4.438,4.125,90.0000,90.169,34,3,3,0,3
96.688,-4.063,4.000,90.0000,90.300,34,3,3,0,3
97.563,-2.750,2.625,90.0000,91.744,34,3,3,0,3
97.938,-2.687,3.250,90.0000,91.087,34,3,3,0,3
98.250,-2.750,2.937,90.0000,91.416,34,3,3,0,3
97.938,-2.812,2.750,90.0000,91.612,34,3,3,0,3
97.938,-3.375,2.625,90.0000,91.744,34,3,3,0,3
97.500,-4.000,2.562,90.0000,91.809,34,3,3,0,3
97.188,-4.500,2.875,90.0000,91.481,34,3,3,0,3
97.250,-4.500,3.250,90.0000,91.087,34,3,3,0,3
97.000,-4.875,4.125,90.0000,90.169,34,3,3,0,3
97.000,-5.313,4.250,90.0000,90.038,34,3,3,0,3
96.938,-5.625,4.000,90.0000,90.300,34,3,3,0,3
97.250,-4.875,4.750,90.0000,89.513,34,3,3,0,3
98.063,-3.562,6.938,90.0000,87.216,34,3,3,0,3
98.063,-1.562,7.625,90.0000,86.494,34,3,3,0,3
97.313,-1.500,1.500,90.0000,92.925,34,3,3,0,3
98.125,-1.125,-0.563,90.0000,95.091,34,3,3,0,3
97.125,1.000,4.688,90.0000,89.578,34,3,3,0,3
95.813,0.813,7.188,90.0000,86.953,34,3,3,0,3
93.625,-2.125,3.000,90.0000,91.350,34,3,3,0,3
93.750,-1.562,1.187,90.0000,93.253,34,3,3,0,3
95.188,-1.437,3.187,90.0000,91.153,34,3,3,0,3
98.000,-6.563,10.312,90.0000,83.672,34,3,3,0,3
100.438,-9.312,8.812,90.0000,85.247,34,3,3,0,3
99.500,-9.250,8.750,90.0000,85.312,34,3,3,0,3
98.250,-8.312,5.750,90.0000,88.462,34,3,3,0,3
98.563,-8.125,4.188,90.0000,90.103,34,3,3,0,3
98.875,-7.438,3.562,90.0000,90.759,34,3,3,0,3
99.188,-6.563,3.937,90.0000,90.366,34,3,3,0,3
99.375,-6.500,3.750,90.0000,90.562,34,3,3,0,3
99.313,-6.688,4.063,90.0000,90.234,34,3,3,0,3
99.313,-6.688,4.125,90.0000,90.169,34,3,3,0,3
99.500,-6.438,4.188,90.0000,90.103,34,3,3,0,3
99.500,-6.313,4.125,90.0000,90.169,34,3,3,0,3
99.438,-6.000,4.250,90.0000,90.038,34,3,3,0,3
99.375,-5.688,4.313,90.0000,89.972,34,3,3,0,3
99.438,-4.938,4.250,90.0000,90.038,34,3,3,0,3
99.188,-4.750,3.750,90.0000,90.562,34,3,3,0,3
99.000,-4.750,3.375,90.0000,90.956,34,3,3,0,3
98.813,-4.750,3.000,90.0000,91.350,34,3,3,0,3
98.813,-4.750,2.875,90.0000,91.481,34,3,3,0,3
99.063,-4.750,3.000,90.0000,91.350,34,3,3,0,3
99.313,-4.125,1.625,90.0000,92.794,34,3,3,0,3
100.313,-3.500,1.625,90.0000,92.794,34,3,3,0,3
100.188,-3.562,1.437,90.0000,92.991,34,3,3,0,3
100.438,-4.500,2.500,90.0000,91.875,34,3,3,0,3
101.438,-5.125,4.250,90.0000,90.038,34,3,3,0,3
100.875,-6.250,2.625,90.0000,91.744,34,3,3,0,3
98.938,-6.625,-5.000,90.0000,99.750,34,3,3,0,3
97.188,-6.563,-14.250,90.0000,109.462,34,3,3,0,3
96.188,-4.688,-24.312,90.0000,120.028,34,3,3,0,3
95.813,-4.500,-28.250,90.0000,124.162,34,3,3,0,3
96.063,-4.000,-28.687,90.0000,124.622,34,3,3,0,3
96.375,-3.875,-29.437,90.0000,125.409,34,3,3,0,3
96.063,-4.000,-30.500,90.0000,126.525,34,3,3,0,3
95.938,-4.125,-31.125,90.0000,127.181,34,3,3,0,3
95.938,-4.125,-31.500,90.0000,127.575,34,3,3,0,3
95.875,-4.125,-31.625,90.0000,127.706,34,3,3,0,3
95.750,-4.063,-32.062,90.0000,128.166,34,3,3,0,3
96.125,-4.125,-31.812,90.0000,127.903,34,3,3,0,3
96.125,-4.125,-31.500,90.0000,127.575,34,3,3,0,3
96.000,-4.125,-31.250,90.0000,127.312,34,3,3,0,3
96.000,-4.125,-31.125,90.0000,127.181,34,3,3,0,3
95.688,-4.188,-31.187,90.0000,127.247,34,3,3,0,3
95.500,-4.125,-31.187,90.0000,127.247,34,3,3,0,3
95.125,-4.125,-31.000,90.0000,127.050,34,3,3,0,3
95.063,-4.063,-31.062,90.0000,127.116,34,3,3,0,3
95.188,-3.937,-31.187,90.0000,127.247,34,3,3,0,3
95.125,-3.625,-31.500,90.0000,127.575,34,3,3,0,3
95.250,-3.625,-31.687,90.0000,127.772,34,3,3,0,3
95.500,-3.875,-33.000,90.0000,129.150,34,3,3,0,3
95.313,-4.313,-33.062,90.0000,129.216,34,3,3,0,3
95.313,-4.438,-33.562,90.0000,129.741,34,3,3,0,3
95.500,-4.438,-33.812,90.0000,130.003,34,3,3,0,3
95.500,-4.375,-33.937,90.0000,130.134,34,3,3,0,3
95.625,-4.375,-34.125,90.0000,130.331,34,3,3,0,3
95.563,-4.375,-34.000,90.0000,130.200,34,3,3,0,3
95.500,-4.438,-33.875,90.0000,130.069,34,3,3,0,3
95.250,-4.438,-33.750,90.0000,129.938,34,3,3,0,3
95.125,-4.375,-33.687,90.0000,129.872,34,3,3,0,3
95.063,-4.375,-33.750,90.0000,129.938,34,3,3,0,3
95.125,-4.313,-33.687,90.0000,129.872,34,3,3,0,3
95.125,-4.250,-33.500,90.0000,129.675,34,3,3,0,3
95.125,-4.250,-33.375,90.0000,129.544,34,3,3,0,3
95.063,-4.250,-33.312,90.0000,129.478,34,3,3,0,3
94.938,-4.250,-33.187,90.0000,129.347,34,3,3,0,3
94.938,-4.188,-33.187,90.0000,129.347,34,3,3,0,3
95.188,-4.313,-32.687,90.0000,128.822,34,3,3,0,3
95.625,-4.500,-31.812,90.0000,127.903,34,3,3,0,3
95.188,-4.625,-30.000,90.0000,126.000,34,3,3,0,3
94.000,-4.438,-29.625,90.0000,125.606,34,3,3,0,3
93.875,-4.438,-30.500,90.0000,126.525,34,3,3,0,3
93.688,-4.875,-31.875,90.0000,127.969,34,3,3,0,3
93.438,-4.938,-31.812,90.0000,127.903,34,3,3,0,3
93.625,-5.063,-31.937,90.0000,128.034,34,3,3,0,3
94.688,-4.563,-29.875,90.0000,125.869,34,3,3,0,3
94.063,-4.188,-29.312,90.0000,125.278,34,3,3,0,3
92.000,-4.188,-28.250,90.0000,124.162,34,3,3,0,3
90.938,-4.188,-26.375,90.0000,122.194,34,3,3,0,3
90.500,-4.125,-26.375,90.0000,122.194,34,3,3,0,3
90.438,-3.937,-26.125,90.0000,121.931,34,3,3,0,3
91.563,-2.125,-23.625,90.0000,119.306,34,3,3,0,3
90.688,-1.562,-21.187,90.0000,116.747,34,3,3,0,3
90.250,-2.687,-23.562,90.0000,119.241,34,3,3,0,3
89.875,-2.625,-25.437,90.0000,121.209,34,3,3,0,3
89.750,-2.562,-25.250,90.0000,121.013,34,3,3,0,3
90.063,-2.312,-25.687,90.0000,121.472,34,3,3,0,2
91.125,-2.625,-24.937,90.0000,120.684,34,3,3,0,2
91.500,-2.250,-24.687,90.0000,120.422,34,3,3,0,2
91.625,-2.312,-23.625,90.0000,119.306,34,3,3,0,2
91.438,-2.875,-24.500,90.0000,120.225,34,3,3,0,2
91.750,-3.125,-25.187,90.0000,120.947,34,3,3,0,2
92.063,-2.625,-25.375,90.0000,121.144,34,3,3,0,2
92.375,-2.250,-23.687,90.0000,119.372,34,3,3,0,2
92.813,-1.937,-23.125,90.0000,118.781,34,3,3,0,2
93.375,-1.750,-23.125,90.0000,118.781,34,3,3,0,2
93.500,-1.687,-23.062,90.0000,118.716,34,3,3,0,2
93.500,-1.625,-23.187,90.0000,118.847,34,3,3,0,2
93.250,-1.812,-23.250,90.0000,118.912,34,3,3,0,2
92.750,-1.687,-23.125,90.0000,118.781,34,3,3,0,2
92.688,-1.562,-22.187,90.0000,117.797,34,3,3,0,2
93.750,-1.312,-17.062,90.0000,112.416,34,3,3,0,2
94.563,-2.687,-9.062,90.0000,104.016,34,3,3,0,2
95.500,-3.500,-1.812,90.0000,96.403,34,3,3,0,2
96.063,-3.625,3.312,90.0000,91.022,34,3,3,0,2
95.438,-4.063,7.000,90.0000,87.150,34,3,3,0,2
95.750,-3.437,7.813,90.0000,86.297,34,3,3,0,2
95.750,-3.250,7.000,90.0000,87.150,34,3,3,0,2
95.438,-3.187,6.688,90.0000,87.478,34,3,3,0,2
95.500,-3.187,6.625,90.0000,87.544,34,3,3,0,2
95.438,-3.125,6.250,90.0000,87.937,34,3,3,0,2
95.313,-3.062,5.938,90.0000,88.266,34,3,3,0,2
95.188,-2.937,5.625,90.0000,88.594,34,3,3,0,2
95.000,-2.875,5.250,90.0000,88.987,34,3,3,0,2
94.938,-2.562,4.813,90.0000,89.447,34,3,3,0,2
94.813,-2.375,4.313,90.0000,89.972,34,3,3,0,2
94.750,-2.312,4.063,90.0000,90.234,34,3,3,0,2
94.813,-2.250,3.875,90.0000,90.431,34,3,3,0,2
94.875,-2.187,3.937,90.0000,90.366,34,3,3,0,2
94.625,-2.375,4.000,90.0000,90.300,34,3,3,0,2
93.813,-2.750,4.063,90.0000,90.234,34,3,3,0,2
92.125,-2.812,3.250,90.0000,91.087,34,3,3,0,2
90.688,4.188,-0.688,90.0000,95.222,34,3,3,0,2
89.938,3.625,-1.937,90.0000,96.534,34,3,3,0,2
89.375,2.000,-0.938,90.0000,95.484,34,3,3,0,2
91.688,3.125,0.438,90.0000,94.041,34,3,3,0,2
92.500,-5.563,8.375,90.0000,85.706,34,3,3,0,2
90.750,-8.250,8.000,90.0000,86.100,34,3,3,0,2
90.750,-8.375,6.625,90.0000,87.544,34,3,3,0,2
91.875,-10.437,3.312,90.0000,91.022,34,3,3,0,2
91.875,-10.000,1.312,90.0000,93.122,34,3,3,0,2
92.813,-8.062,1.812,90.0000,92.597,34,3,3,0,2
93.313,-6.813,1.875,90.0000,92.531,34,3,3,0,2
93.375,-6.500,1.937,90.0000,92.466,34,3,3,0,2
93.500,-6.750,1.937,90.0000,92.466,34,3,3,0,2
93.625,-6.688,3.062,90.0000,91.284,34,3,3,0,2
94.563,-6.250,7.500,90.0000,86.625,34,3,3,0,2
96.688,-5.875,16.812,90.0000,76.847,34,3,3,0,2
97.125,-6.688,25.875,90.0000,67.331,34,3,3,0,2
98.688,-5.813,32.625,90.0000,60.244,34,3,3,0,2
98.688,-5.313,35.312,90.0000,57.422,34,3,3,0,2
99.313,-5.000,36.437,90.0000,56.241,34,3,3,0,2
100.063,-4.375,38.125,90.0000,54.469,34,3,3,0,2
100.875,-3.812,40.062,90.0000,52.434,34,3,3,0,2
100.688,-3.812,40.937,90.0000,51.516,34,3,3,0,2
100.563,-3.437,42.500,90.0000,49.875,34,3,3,0,2
100.313,-3.562,43.312,90.0000,49.022,34,3,3,0,2
100.063,-3.250,45.250,90.0000,46.987,34,3,3,0,2
100.500,-3.562,45.500,90.0000,46.725,34,3,3,0,2
100.500,-3.812,46.125,90.0000,46.069,34,3,3,0,2
100.188,-4.063,46.250,90.0000,45.937,34,3,3,0,2
100.188,-4.188,45.437,90.0000,46.791,34,3,3,0,2
100.625,-4.063,45.062,90.0000,47.184,34,3,3,0,2
100.875,-3.937,44.937,90.0000,47.316,34,3,3,1,2
100.750,-3.937,44.687,90.0000,47.578,34,3,3,1,2
101.063,-3.750,44.937,90.0000,47.316,34,3,3,1,2
101.375,-3.437,44.812,90.0000,47.447,34,3,3,1,2
